movie,director,m_year,critic,crit_org,crit_cn,nm_dir,director_birth,language
The Act of Killing,Joshua Oppenheimer,2012,Stephen Teo,Nanyang Techological University,Singapore,1,1974,Indonesian
No Country For Old Men,Joel Coen,2007,Stephen Teo,Nanyang Techological University,Singapore,2,1954,English
No Country For Old Men,Ethan Coen,2007,Stephen Teo,Nanyang Techological University,Singapore,2,1957,English
A Tale of Two Sisters,Kim Jee-woon,2003,Stephen Teo,Nanyang Techological University,Singapore,1,1964,English
Still Life,Jia Zhangke,2006,Stephen Teo,Nanyang Techological University,Singapore,1,,English
Spirited Away,Hayao Miyazaki,2001,Stephen Teo,Nanyang Techological University,Singapore,1,1941,Japanese
In the Mood for Love,Wong Kar-wai,2000,Stephen Teo,Nanyang Techological University,Singapore,1,1956,
Goodbye to Language,Jean-Luc Godard,2014,Kristin Thompson,University of Wisconsin-Madison,US,1,1930,French
Russian Ark,Aleksandr Sokurov,2002,Kristin Thompson,University of Wisconsin-Madison,US,1,1951,Russian
Holy Motors,Leos Carax,2012,Kristin Thompson,University of Wisconsin-Madison,US,1,1960,French
In the Mood for Love,Wong Kar-wai,2000,Kristin Thompson,University of Wisconsin-Madison,US,1,1956,
Gravity,Alfonso Cuarón,2013,Kristin Thompson,University of Wisconsin-Madison,US,1,1961,English
There Will Be Blood,Paul Thomas Anderson,2007,Kristin Thompson,University of Wisconsin-Madison,US,1,1970,English
About Elly,Asghar Farhadi,2009,Kristin Thompson,University of Wisconsin-Madison,US,1,1972,Persian
Moonrise Kingdom,Wes Anderson,2012,Kristin Thompson,University of Wisconsin-Madison,US,1,1969,English
The Headless Woman,Lucrecia Martel,2008,Kristin Thompson,University of Wisconsin-Madison,US,1,1966,Spanish
Pan's Labyrinth,Guillermo Del Toro,2006,Kristin Thompson,University of Wisconsin-Madison,US,1,1964,Spanish
The Tree of Life,Terrence Malick,2011,Scott Tobias,Freelance film critic,US,1,1943,English
Boyhood,Richard Linklater,2014,Scott Tobias,Freelance film critic,US,1,1960,English
Zodiac,David Fincher,2007,Scott Tobias,Freelance film critic,US,1,1962,English
Yi Yi: A One and a Two,Edward Yang,2000,Scott Tobias,Freelance film critic,US,1,1947,Mandarin
Margaret,Kenneth Lonergan,2011,Scott Tobias,Freelance film critic,US,1,1962,English
Meek's Cutoff,Kelly Reichardt,2010,Scott Tobias,Freelance film critic,US,1,1964,English
25th Hour,Spike Lee,2002,Scott Tobias,Freelance film critic,US,1,1957,English
A Separation,Asghar Farhadi,2011,Scott Tobias,Freelance film critic,US,1,1972,Persian
Certified Copy,Abbas Kiarostami,2010,Scott Tobias,Freelance film critic,US,1,1940,French
There Will Be Blood,Paul Thomas Anderson,2007,Scott Tobias,Freelance film critic,US,1,1970,English
Mulholland Drive,David Lynch,2001,Peter Travers,Rolling Stone,US,1,1946,English
There Will Be Blood,Paul Thomas Anderson,2007,Peter Travers,Rolling Stone,US,1,1970,English
No Country For Old Men,Joel Coen,2007,Peter Travers,Rolling Stone,US,2,1954,English
No Country For Old Men,Ethan Coen,2007,Peter Travers,Rolling Stone,US,2,1957,English
The Social Network,David Fincher,2010,Peter Travers,Rolling Stone,US,1,1962,English
Children of Men,Alfonso Cuarón,2006,Peter Travers,Rolling Stone,US,1,1961,Russian
The Departed,Martin Scorsese,2006,Peter Travers,Rolling Stone,US,1,1942,English
In the Mood for Love,Wong Kar-wai,2000,Peter Travers,Rolling Stone,US,1,1956,
12 Years a Slave,Steve McQueen,2013,Peter Travers,Rolling Stone,US,1,1969,English
Memento,Christopher Nolan,2000,Peter Travers,Rolling Stone,US,1,1970,English
Manchester by the Sea,Kenneth Lonergan,2016,Peter Travers,Rolling Stone,US,1,1962,English
The Dark Knight,Christopher Nolan,2008,Brian Truitt,USA Today,US,1,1970,English
Mad Max: Fury Road,George Miller,2015,Brian Truitt,USA Today,US,1,1945,English
Captain America: Winter Soldier,Anthony Russo,2014,Brian Truitt,USA Today,US,2,1970,English
Captain America: Winter Soldier,Joe Russo,2014,Brian Truitt,USA Today,US,2,1971,English
Star Wars: Episode VII – The Force Awakens,J. J. Abrams,2015,Brian Truitt,USA Today,US,1,,English
Love Actually,Richard Curtis,2003,Brian Truitt,USA Today,US,1,1956,English
Brick,Rian Johnson,2005,Brian Truitt,USA Today,US,1,1973,English
Chicago,Rob Marshall,2002,Brian Truitt,USA Today,US,1,1960,English
Tropic Thunder,Ben Stiller,2008,Brian Truitt,USA Today,US,1,1965,English
High Fidelity,Stephen Frears,2000,Brian Truitt,USA Today,US,1,1941,English
Silver Linings Playbook,David O. Russell,2012,Brian Truitt,USA Today,US,1,1958,English
City of God,Fernando Meirelles,2002,Rahul Verma,Freelance film critic,UK,2,1955,Portuguese
City of God,Kátia Lund,2002,Rahul Verma,Freelance film critic,UK,2,1966,Portuguese
The Dark Knight,Christopher Nolan,2008,Rahul Verma,Freelance film critic,UK,1,1970,English
Pan's Labyrinth,Guillermo Del Toro,2006,Rahul Verma,Freelance film critic,UK,1,1964,Spanish
The Lives of Others,Florian Henckel von Donnersmarck,2006,Rahul Verma,Freelance film critic,UK,1,1973,English
Four Lions,Christopher Morris,2010,Rahul Verma,Freelance film critic,UK,1,1965,English
Amores Perros,Alejandro González Iñárritu,2000,Rahul Verma,Freelance film critic,UK,1,,Spanish
Gangs of Wasseypur,Anurag Kashyap,2012,Rahul Verma,Freelance film critic,UK,1,1972,Hindi
District 9,Neill Blomkamp,2009,Rahul Verma,Freelance film critic,UK,1,1979,English
Lagaan: Once Upon a Time in India,Ashutosh Gowariker,2001,Rahul Verma,Freelance film critic,UK,1,1964,Hindi
This Is England,Shane Meadows,2006,Rahul Verma,Freelance film critic,UK,1,1972,English
Mulholland Drive,David Lynch,2001,Wen Tien-Hsiang,Taipei Golden Horse Film Festival,Taiwan,1,1946,English
The Assassin,Hou Hsiao-hsien,2015,Wen Tien-Hsiang,Taipei Golden Horse Film Festival,Taiwan,1,1947,English
A Separation,Asghar Farhadi,2011,Wen Tien-Hsiang,Taipei Golden Horse Film Festival,Taiwan,1,1972,Persian
Moulin Rouge!,Baz Luhrmann,2001,Wen Tien-Hsiang,Taipei Golden Horse Film Festival,Taiwan,1,1962,English
Tropical Malady,Apichatpong Weerasethakul,2004,Wen Tien-Hsiang,Taipei Golden Horse Film Festival,Taiwan,1,1970,Thai
In the Mood for Love,Wong Kar-wai,2000,Wen Tien-Hsiang,Taipei Golden Horse Film Festival,Taiwan,1,1956,
Spirited Away,Hayao Miyazaki,2001,Wen Tien-Hsiang,Taipei Golden Horse Film Festival,Taiwan,1,1941,Japanese
"4 Months, 3 Weeks & 2 Days",Cristian Mungiu,2007,Wen Tien-Hsiang,Taipei Golden Horse Film Festival,Taiwan,1,1968,English
Yi Yi: A One and a Two,Edward Yang,2000,Wen Tien-Hsiang,Taipei Golden Horse Film Festival,Taiwan,1,1947,Mandarin
Bowling for Columbine,Michael Moore,2002,Wen Tien-Hsiang,Taipei Golden Horse Film Festival,Taiwan,1,1954,English
Shame,Steve McQueen,2011,Stephen Whitty,Freelance film critic,US,1,1969,English
There Will Be Blood,Paul Thomas Anderson,2007,Stephen Whitty,Freelance film critic,US,1,1970,English
Pan's Labyrinth,Guillermo Del Toro,2006,Stephen Whitty,Freelance film critic,US,1,1964,Spanish
The Skin I Live In,Pedro Almodóvar,2011,Stephen Whitty,Freelance film critic,US,1,1949,
Boyhood,Richard Linklater,2014,Stephen Whitty,Freelance film critic,US,1,1960,English
The Hurt Locker,Kathryn Bigelow,2008,Stephen Whitty,Freelance film critic,US,1,1951,English
"4 Months, 3 Weeks & 2 Days",Cristian Mungiu,2007,Stephen Whitty,Freelance film critic,US,1,1968,English
A Separation,Asghar Farhadi,2011,Stephen Whitty,Freelance film critic,US,1,1972,Persian
The Royal Tenenbaums,Wes Anderson,2001,Stephen Whitty,Freelance film critic,US,1,1969,English
No Country For Old Men,Joel Coen,2007,Stephen Whitty,Freelance film critic,US,2,1954,English
No Country For Old Men,Ethan Coen,2007,Stephen Whitty,Freelance film critic,US,2,1957,English
No Country For Old Men,Joel Coen,2007,Alissa Wilkinson,Christianity Today,US,2,1954,English
No Country For Old Men,Ethan Coen,2007,Alissa Wilkinson,Christianity Today,US,2,1957,English
There Will Be Blood,Paul Thomas Anderson,2007,Alissa Wilkinson,Christianity Today,US,1,1970,English
WALL-E,Andrew Stanton,2008,Alissa Wilkinson,Christianity Today,US,1,1965,English
Spotlight,Tom McCarthy,2015,Alissa Wilkinson,Christianity Today,US,1,1966,English
Once,John Carney,2007,Alissa Wilkinson,Christianity Today,US,1,1972,English
The Social Network,David Fincher,2010,Alissa Wilkinson,Christianity Today,US,1,1962,English
The Act of Killing,Joshua Oppenheimer,2012,Alissa Wilkinson,Christianity Today,US,1,1974,Indonesian
Mad Max: Fury Road,George Miller,2015,Alissa Wilkinson,Christianity Today,US,1,1945,English
Selma,Ava DuVernay,2014,Alissa Wilkinson,Christianity Today,US,1,1972,English
Yi Yi: A One and a Two,Edward Yang,2000,Alissa Wilkinson,Christianity Today,US,1,1947,Mandarin
Like Someone In Love,Abbas Kiarostami,2012,Jake Wilson,Fairfax Media,Australia,1,1940,Japanese
AI: Artificial Intelligence,Steven Spielberg,2001,Jake Wilson,Fairfax Media,Australia,1,1946,English
The Story of Marie and Julien,Jacques Rivette,2003,Jake Wilson,Fairfax Media,Australia,1,1928,French
The Deep Blue Sea,Terence Davies,2011,Jake Wilson,Fairfax Media,Australia,1,1945,English
Film socialisme,Jean-Luc Godard,2010,Jake Wilson,Fairfax Media,Australia,1,1930,French
The Tree of Life,Terrence Malick,2011,Jake Wilson,Fairfax Media,Australia,1,1943,English
Blissfully Yours,Apichatpong Weerasethakul,2002,Jake Wilson,Fairfax Media,Australia,1,1970,Thai
Be Kind Rewind,Michel Gondry,2008,Jake Wilson,Fairfax Media,Australia,1,1963,English
Frontier of Dawn,Philippe Garrel,2008,Jake Wilson,Fairfax Media,Australia,1,1948,French
I Don't Want to Sleep Alone,Tsai Ming-liang,2006,Jake Wilson,Fairfax Media,Australia,1,1957,English
Mulholland Drive,David Lynch,2001,Stephanie Zacharek,Time Magazine,US,1,1946,English
Kings and Queen,Arnaud Desplechin,2004,Stephanie Zacharek,Time Magazine,US,1,1960,French
Yi Yi: A One and a Two,Edward Yang,2000,Stephanie Zacharek,Time Magazine,US,1,1947,Mandarin
Oldboy,Park Chan-wook,2003,Stephanie Zacharek,Time Magazine,US,1,1963,Korean
Antichrist,Lars von Trier,2009,Stephanie Zacharek,Time Magazine,US,1,1956,English
Children of Men,Alfonso Cuarón,2006,Stephanie Zacharek,Time Magazine,US,1,1961,Russian
Lost in Translation,Sofia Coppola,2003,Stephanie Zacharek,Time Magazine,US,1,1971,English
Femme Fatale,Brian De Palma,2002,Stephanie Zacharek,Time Magazine,US,1,1940,English
Casino Royale,Martin Campbell,2006,Stephanie Zacharek,Time Magazine,US,1,1943,English
Blue Is the Warmest Color,Abdellatif Kechiche,2013,Stephanie Zacharek,Time Magazine,US,1,1960,English
In the Mood for Love,Wong Kar-wai,2000,Chadi Zeneddine,Doha Film Institute,Qatar,1,1956,
The Tree of Life,Terrence Malick,2011,Chadi Zeneddine,Doha Film Institute,Qatar,1,1943,English
A Prophet,Jacques Audiard,2009,Chadi Zeneddine,Doha Film Institute,Qatar,1,1952,French
Amélie,Jean-Pierre Jeunet,2001,Chadi Zeneddine,Doha Film Institute,Qatar,1,1953,French
Spirited Away,Hayao Miyazaki,2001,Chadi Zeneddine,Doha Film Institute,Qatar,1,1941,Japanese
Brokeback Mountain,Ang Lee,2005,Chadi Zeneddine,Doha Film Institute,Qatar,1,1954,English
Talk to Her,Pedro Almodóvar,2002,Chadi Zeneddine,Doha Film Institute,Qatar,1,1949,Spanish
Mulholland Drive,David Lynch,2001,Chadi Zeneddine,Doha Film Institute,Qatar,1,1946,English
Eternal Sunshine of the Spotless Mind,Michel Gondry,2004,Chadi Zeneddine,Doha Film Institute,Qatar,1,1963,English
Amour,Michael Haneke,2012,Chadi Zeneddine,Doha Film Institute,Qatar,1,1942,French
"Spring, Summer, Fall, Winter…and Spring",Kim Ki-duk,2003,Raymond Zhou,China Daily,China,1,1960,
The Hours,Stephen Daldry,2002,Raymond Zhou,China Daily,China,1,1960,English
The Sun Also Rises,Jiang Wen,2007,Raymond Zhou,China Daily,China,1,1963,English
A Separation,Asghar Farhadi,2011,Raymond Zhou,China Daily,China,1,1972,Persian
"Lust, Caution",Ang Lee,2007,Raymond Zhou,China Daily,China,1,1954,Mandarin
The Lives of Others,Florian Henckel von Donnersmarck,2006,Raymond Zhou,China Daily,China,1,1973,English
Still Life,Jia Zhangke,2006,Raymond Zhou,China Daily,China,1,,English
Birdman,Alejandro González Iñárritu,2014,Raymond Zhou,China Daily,China,1,,English
Infernal Affairs,Andrew Lau,2002,Raymond Zhou,China Daily,China,2,,Cantonese
Infernal Affairs,Alan Mak,2002,Raymond Zhou,China Daily,China,2,1965,Cantonese
City of God,Fernando Meirelles,2002,Raymond Zhou,China Daily,China,2,1955,Portuguese
City of God,Kátia Lund,2002,Raymond Zhou,China Daily,China,2,1966,Portuguese
